Object Name,Latitude,Longitude
TITAN 3C TRANSTAGE DEB,10.505390530370722,-57.8946712042493
TITAN 3C TRANSTAGE R/B,-10.920340398780214,-75.4939357742015
OPS 1509 (TRANSIT 10),85.36998221539358,-11.313596440496472
SCOUT A R/B,-8.028025108728436,11.399559617901792
TITAN 3C TRANSTAGE DEB,-32.2324837161315,91.09314793238157
TITAN 3C TRANSTAGE DEB,2.446833025495754,-160.4036850214919
THOR ALTAIR DEB,-78.55156498986946,-76.78580485082246
THOR ABLESTAR DEB,-66.99287638280035,25.01824702087043
THOR ABLESTAR DEB,-31.580642243672784,25.849747167906685
THOR AGENA B DEB,7.746656667118324,-93.01578617246646
THOR AGENA B DEB,-76.43554505135585,-59.292878997161814
OPS 1593 (TRANSIT 11),21.499642260544476,146.94103883623774
SCOUT A R/B,77.1860278227796,-32.44146749964157
TITAN 3C TRANSTAGE DEB,10.373170344968932,97.94169645231122
TITAN 3C TRANSTAGE DEB,-24.354472239933344,109.1716807413697
TITAN 3C TRANSTAGE DEB,-1.6226230670038089,-178.14536583289313
ESSA 1 (OT-3),69.16451763021976,-16.20353539763744
DELTA 1 R/B,21.72489631332125,110.71245336456722
MIDAS 4 DEB,-83.93468126160661,104.34097842462137
SCOUT X-4 DEB,-28.22355098838512,78.09782498663424
DIAPASON (D1-A),-30.470954595556975,137.3507639863935
DIAMANT R/B,4.78092346933041,-42.304580880790354
TITAN 3C TRANSTAGE DEB,14.266484887608517,7.643540113803489
SCOUT X-4 DEB,-54.8943012493633,111.58904134192925
ESSA 2 (OT-2),78.67841529312314,-176.0233366336488
THOR AGENA B DEB,-76.96348403562614,113.96908412767874
DELTA 1 R/B,-78.82465986669705,-44.78417342905026
TRANSIT 5B-1 DEB,-83.14553438708934,174.67731825302045
DELTA 1 DEB,-26.804667624913527,-135.2312717026598
OPS 1117 (TRANSIT 12),-64.646374444057,35.54169370775721
SCOUT A R/B,-6.464572220114746,-100.514923214916
OV1-4,7.74097993993054,-146.3792153406983
OV1-5,22.65040143232963,38.0325407365935
OV1-5 R/B,-7.3040255459541,71.38515498746611
OV1-4 R/B,31.92211247668611,-54.98494581266014
OPS 0340,22.845500841034738,7.641738689699094
SCOUT A DEB,7.320212530726036,105.09906327863091
SCOUT A DEB,30.86608837963401,-121.77723896705785
OAO 1,-2.030304984261171,-25.122716524012024
ATLAS AGENA D R/B,13.965909115112064,-167.24724196691434
OPS 1527 (OV3-1),-64.21623270069078,37.308007742223964
THOR AGENA B DEB,-37.23624887615826,-169.15019610174463
DELTA 1 DEB,16.921218405567558,-170.04284788658904
NIMBUS 2,50.54203660700236,61.61368902139917
THOR AGENA B R/B,-42.202295067761284,-34.75756210103254
OPS 0082 (TRANSIT 13),-17.44353311920318,-126.58498252133033
THOR ALTAIR DEB,-80.93606795370864,109.47265854067295
SCOUT A R/B,-65.233395995081,54.01515991181833
OPS 1427 (OV3-4),-24.20050635281942,-153.55219776680298
SCOUT B R/B,-40.95686221564297,78.24443222917519
OPS 9381 (GGTS),2.140949657357025,123.96648747528882
OPS 9311 (IDSCS 1),-3.623429223190254,6.200858795617743
OPS 9312 (IDSCS 2),-1.2696847676883043,-70.83117960967812
OPS 9313 (IDSCS 3),3.123416233976071,149.48545586108875
OPS 9314 (IDSCS 4),-3.470772307428695,-3.2852144127522402
OPS 9315 (IDSCS 5),2.2771092724070208,131.1406844387599
OPS 9316 (IDSCS 6),-2.952192678620358,25.037338453121695
OPS 9317 (IDSCS 7),-0.44748446085433363,81.90698113849986
TITAN 3C TRANSTAGE R/B,-2.461109606748609,37.69713793163271
DELTA 1 DEB,-10.611784577789498,-179.98142276501787
DELTA 1 DEB,-50.21342971099496,49.10402996089287
SCOUT A DEB,33.10012660066788,-118.69448467629454
THOR AGENA D R/B,-3.731569357179924,98.24900515433644
PAGEOS 1 DEB,-9.69454324167007,-98.85670574026065
ATLAS D DEB,-27.928890817678887,149.11071053075713
ATLAS D R/B,11.846742636363766,-14.918421022614384
ATLAS D DEB,15.930606795510101,-69.31137684854757
SL-8 DEB,-21.16452958944748,112.00641910161141
ATLAS D DEB,-1.3244861132498584,70.36431681769635
SCOUT A DEB,43.05097529847376,-136.18214410014332
WESTFORD NEEDLES,50.57529437190129,-29.548534071400297
WESTFORD NEEDLES,-54.42481268279841,113.75296759621614
WESTFORD NEEDLES,-40.74837401495407,-32.08700517810875
WESTFORD NEEDLES,8.168990935802341,-162.87520314408522
WESTFORD NEEDLES,7.513883333295625,52.814394714388705
WESTFORD NEEDLES,31.684422491205652,33.23040112439094
WESTFORD NEEDLES,-66.46907228829356,106.74413743112763
MIDAS 4 DEB,53.35273894640676,92.28525275957357
WESTFORD NEEDLES,73.52813067594836,-64.5468770302719
WESTFORD NEEDLES,19.12609194019135,-71.56431157553949
WESTFORD NEEDLES,-83.60568332951962,-58.37822322256977
WESTFORD NEEDLES,-39.40064094977935,161.03552551561728
WESTFORD NEEDLES,41.55012319337975,-153.89377980005855
WESTFORD NEEDLES,30.63120691129595,-126.75035222627083
SCOUT A DEB,-76.92066932557834,-25.804855664098657
OV3-3,-58.04983852912747,147.30576815874494
OPS 2366 (TRANSIT 14),43.10057221515902,59.600076856066956
OPS 0856,-10.69838343237146,97.03822117644458
SECOR 7 (EGRS 7),-69.670273370602,97.49965768790979
ERS 15,-61.20115636612023,-81.68726027175501
SCOUT A R/B,66.09087884674331,-119.31893636460167
OPS 6026 (DMSP 4A F1),-65.49099226223568,-168.08013064939576
THOR BURNER 2 R/B,58.85258044576278,16.65927833869984
WESTFORD NEEDLES,-71.22613449076684,113.13479364390297
THOR ABLESTAR DEB,-14.399792038934349,-54.10961869045772
ESSA 3 (TOS-A),27.692202670833325,5.398786741637877
DELTA 1 R/B,-59.00686035055604,74.9759563969228
OPS 1920,-25.84555790711994,-95.22971261825897
